CountrySubdivision,CountrySubdivisionCode,Municipality,Latitude,Longitude,Country,CountryCode,CountryCode3
,,Thong Hoe,1.418056,103.701944,SINGAPORE,SG,SGP
,,Thong Hoe Village,1.418056,103.701944,SINGAPORE,SG,SGP
,,Thomson,1.349167,103.843611,SINGAPORE,SG,SGP
,,Thomson Village,1.349167,103.843611,SINGAPORE,SG,SGP
,,Thomson Rise Estate,1.349167,103.843611,SINGAPORE,SG,SGP
,,Sungai Unum Estate,1.421389,104.050278,SINGAPORE,SG,SGP
,,Spring Park Estate,1.315833,103.944444,SINGAPORE,SG,SGP
,,Song Hah Estate,1.358889,103.664722,SINGAPORE,SG,SGP
,,Singapore United Plantation,1.379167,103.857778,SINGAPORE,SG,SGP
,,Chong Pang,1.444444,103.823889,SINGAPORE,SG,SGP
,,Chong Pang Village,1.444444,103.823889,SINGAPORE,SG,SGP
,,Changi Village,1.384444,103.983056,SINGAPORE,SG,SGP
,,Changi,1.384444,103.983056,SINGAPORE,SG,SGP
,,Race Course Village,1.333333,103.8,SINGAPORE,SG,SGP
,,Queen Astrid Park,1.318889,103.790833,SINGAPORE,SG,SGP
,,Punggol,1.414444,103.906944,SINGAPORE,SG,SGP
,,Punggol Village,1.414444,103.906944,SINGAPORE,SG,SGP
,,Pulau Minyak,1.316667,103.866667,SINGAPORE,SG,SGP
,,Princess Elizabeth Estate,1.362222,103.759444,SINGAPORE,SG,SGP
,,Prince Edward Point,1.3,103.766667,SINGAPORE,SG,SGP
,,Prince Edward Park,1.296389,103.773611,SINGAPORE,SG,SGP
,,Mount Pleasant,1.331667,103.832778,SINGAPORE,SG,SGP
,,Playfair Estate,1.333333,103.883333,SINGAPORE,SG,SGP
,,Somapah,1.36,103.891667,SINGAPORE,SG,SGP
,,Chia Keng,1.36,103.891667,SINGAPORE,SG,SGP
,,Chia Keng Village,1.36,103.891667,SINGAPORE,SG,SGP
,,Ardmore Flats,1.309444,103.83,SINGAPORE,SG,SGP
,,Ama Keng,1.404444,103.706667,SINGAPORE,SG,SGP
,,Ama Keng Village,1.404444,103.706667,SINGAPORE,SG,SGP
,,Adam Park,1.331667,103.812222,SINGAPORE,SG,SGP
,,Lim Chu Kang Estate,1.415278,103.676667,SINGAPORE,SG,SGP
,,Leedon Park,1.316944,103.794167,SINGAPORE,SG,SGP
,,Lam San Village,1.376944,103.731389,SINGAPORE,SG,SGP
,,Lam San,1.376944,103.731389,SINGAPORE,SG,SGP
,,Kian Teck San Estate,1.361667,103.665278,SINGAPORE,SG,SGP
,,Sam Hin Estate,1.413611,103.975556,SINGAPORE,SG,SGP
,,Sam Heng Estate,1.413611,103.975556,SINGAPORE,SG,SGP
,,Yio Chu Kang Estate,1.389722,103.853889,SINGAPORE,SG,SGP
,,Yio Chu Kang Village,1.391111,103.851389,SINGAPORE,SG,SGP
,,Yio Chu Kang,1.391111,103.851389,SINGAPORE,SG,SGP
,,Windsor Park Estate,1.356944,103.824722,SINGAPORE,SG,SGP
,,Watten Park,1.333056,103.81,SINGAPORE,SG,SGP
,,Victoria Park,1.320278,103.802222,SINGAPORE,SG,SGP
,,Paya Lebar,1.353889,103.890556,SINGAPORE,SG,SGP
,,Pasir Panjang Village,1.292778,103.770833,SINGAPORE,SG,SGP
,,Pasir Panjang,1.292778,103.770833,SINGAPORE,SG,SGP
,,McMahon Park,1.314444,103.785,SINGAPORE,SG,SGP
,,Kampong Sungi Pinang,1.381111,103.894167,SINGAPORE,SG,SGP
,,Kampong Pinang,1.381111,103.894167,SINGAPORE,SG,SGP
,,Kampong Perigi Piau,1.233333,103.766667,SINGAPORE,SG,SGP
,,Kampong Pengkalan Petai,1.403333,103.85,SINGAPORE,SG,SGP
,,Kampong Pengkalan Pakau,1.409444,104.0725,SINGAPORE,SG,SGP
,,Kampong Pasir Merah,1.429167,104.046944,SINGAPORE,SG,SGP
,,Kampong Pahang,1.409167,104.032778,SINGAPORE,SG,SGP
,,Padang Terbakar Village,1.33,103.966667,SINGAPORE,SG,SGP
,,Kampong Padang Terbakar,1.33,103.966667,SINGAPORE,SG,SGP
,,Kampong O’Carroll Scott,1.3,103.783333,SINGAPORE,SG,SGP
,,Kampong Malayu,1.408611,103.979444,SINGAPORE,SG,SGP
,,Kampong Melayu,1.408611,103.979444,SINGAPORE,SG,SGP
,,Kampong Mandai Kechil,1.440833,103.765278,SINGAPORE,SG,SGP
,,Kampong Loya,1.377778,103.959444,SINGAPORE,SG,SGP
,,Kampong Loyang,1.377778,103.959444,SINGAPORE,SG,SGP
,,Kampong Ladang,1.404444,104.033333,SINGAPORE,SG,SGP
,,Kampong Ladang,1.333333,103.9,SINGAPORE,SG,SGP
,,Kampong Kopit,1.266667,103.833333,SINGAPORE,SG,SGP
,,Kembangan,1.323056,103.928333,SINGAPORE,SG,SGP
,,Kampong Kembangan,1.323056,103.928333,SINGAPORE,SG,SGP
,,Kampong Kebun Baharu,1.366667,103.866667,SINGAPORE,SG,SGP
,,Kampong Jelutong,1.401111,103.958889,SINGAPORE,SG,SGP
,,Frankel Estate,1.313611,103.929444,SINGAPORE,SG,SGP
,,Kampong Dulah,1.383333,103.666667,SINGAPORE,SG,SGP
,,Kampong Wak Dulah,1.383333,103.666667,SINGAPORE,SG,SGP
,,Kampong Wak Bechik,1.283333,103.716667,SINGAPORE,SG,SGP
,,Kampong Unum,1.431389,104.059722,SINGAPORE,SG,SGP
,,Kampong Unam,1.431389,104.059722,SINGAPORE,SG,SGP
,,Kampong Ulu Pandan,1.346111,103.745,SINGAPORE,SG,SGP
,,Kampong Ubi,1.316667,103.9,SINGAPORE,SG,SGP
,,Kampong Tongkang Pechah,1.39,103.876389,SINGAPORE,SG,SGP
,,Simpang Bedok,1.334167,103.952222,SINGAPORE,SG,SGP
,,Simpang Bedok Village,1.334167,103.952222,SINGAPORE,SG,SGP
,,Kampong Ayer Limau,1.283333,103.716667,SINGAPORE,SG,SGP
,,Kampong Ayer Bajau,1.366667,103.65,SINGAPORE,SG,SGP
,,Dixil,1.397222,103.871944,SINGAPORE,SG,SGP
,,Jalan Kayu,1.397222,103.871944,SINGAPORE,SG,SGP
,,Buona Vista Village,1.280556,103.788056,SINGAPORE,SG,SGP
,,Buona Vista,1.280556,103.788056,SINGAPORE,SG,SGP
,,Bulim Village,1.374444,103.717778,SINGAPORE,SG,SGP
,,Bulim,1.374444,103.717778,SINGAPORE,SG,SGP
,,Punggol Estate,1.362778,103.908333,SINGAPORE,SG,SGP
,,Rochester Park,1.306111,103.786667,SINGAPORE,SG,SGP
,,Raffles Park,1.332222,103.804444,SINGAPORE,SG,SGP
,,Old Kallang Airport Estate,1.308889,103.901389,SINGAPORE,SG,SGP
,,Kalang,1.333333,103.866667,SINGAPORE,SG,SGP
,,Kallang,1.333333,103.866667,SINGAPORE,SG,SGP
,,Kampong Salabin,1.416111,104.033333,SINGAPORE,SG,SGP
,,Mok Peng Hiang Estate,1.445556,103.796944,SINGAPORE,SG,SGP
,,Yan Kit,1.357222,103.971944,SINGAPORE,SG,SGP
,,Yan Kit Village,1.357222,103.971944,SINGAPORE,SG,SGP
,,Wessex Estate,1.296944,103.795278,SINGAPORE,SG,SGP
,,Mandai Road Village,1.412222,103.756667,SINGAPORE,SG,SGP
,,Mandai,1.412222,103.756667,SINGAPORE,SG,SGP
,,Bukit Mandai Village,1.412222,103.756667,SINGAPORE,SG,SGP
,,Bukit Mandai,1.412222,103.756667,SINGAPORE,SG,SGP
,,Bedok Garden,1.322778,103.957778,SINGAPORE,SG,SGP
,,Kampong Pachitan,1.3225,103.923611,SINGAPORE,SG,SGP
,,Watten Estate,1.326667,103.811389,SINGAPORE,SG,SGP
,,Peoples Garden,1.369444,103.904722,SINGAPORE,SG,SGP
,,Ang Mo Kio,1.369167,103.849722,SINGAPORE,SG,SGP
,,Ang Mo Kio Village,1.369167,103.849722,SINGAPORE,SG,SGP
,,Ang Mo Kio New Town,1.369167,103.849722,SINGAPORE,SG,SGP
,,People’s Park,1.284444,103.841944,SINGAPORE,SG,SGP
,,Bukit Ho Swee Estate,1.287778,103.83,SINGAPORE,SG,SGP
,,Outram Park,1.2825,103.838056,SINGAPORE,SG,SGP
,,Jurong New Town,1.334167,103.722778,SINGAPORE,SG,SGP
,,Bandar Baharu Jurong,1.334167,103.722778,SINGAPORE,SG,SGP
,,Jurong Village,1.334167,103.722778,SINGAPORE,SG,SGP
,,Jurong Town,1.334167,103.722778,SINGAPORE,SG,SGP
,,Jurong,1.334167,103.722778,SINGAPORE,SG,SGP
,,Kampong Potong Pasir,1.333333,103.866667,SINGAPORE,SG,SGP
,,Heap Guan,1.266667,103.8,SINGAPORE,SG,SGP
,,Heap Guan Village,1.266667,103.8,SINGAPORE,SG,SGP
,,Kampong Mak Baok,1.266667,103.716667,SINGAPORE,SG,SGP
,,Kampong Kitin,1.435,103.859167,SINGAPORE,SG,SGP
,,Lam Kiong Estate,1.349167,103.652778,SINGAPORE,SG,SGP
,,Kian Hong Estate,1.357222,103.726111,SINGAPORE,SG,SGP
,,Kampong Batu Koyok,1.396944,104.047778,SINGAPORE,SG,SGP
,,Kampong Tulloch,1.3,103.783333,SINGAPORE,SG,SGP
,,Kampong Siren,1.352222,103.898056,SINGAPORE,SG,SGP
,,Kampong Kuchai,1.316667,103.866667,SINGAPORE,SG,SGP
,,Kampong Changi,1.383333,104,SINGAPORE,SG,SGP
,,Kampong Ayer Samak Darat,1.413889,104.072222,SINGAPORE,SG,SGP
,,Siew Lim Park,1.328056,103.953333,SINGAPORE,SG,SGP
,,Tanglin Hill,1.302222,103.814722,SINGAPORE,SG,SGP
,,Sarang Rimau,1.259722,103.808889,SINGAPORE,SG,SGP
,,Raya Garden,1.348056,103.897222,SINGAPORE,SG,SGP
,,Somapah Serangoon,1.359444,103.901944,SINGAPORE,SG,SGP
,,Rebecca Park,1.321944,103.800833,SINGAPORE,SG,SGP
,,Tan Hua Gek Estate,1.409167,103.695833,SINGAPORE,SG,SGP
